REG_ANS,trimestre,receitas_totais,despesas_totais,receita_assistencial,sinistro_liquido,despesa_administrativa,faturado_bruto,glosa,coparticipacao,dado_confiavel,padrao_tipico
330281,1T2026,17714815.95,17897792.97,15924085.05,13796447.76,3577740.67,15488163.85,1339410.96,267772.76,True,True
330809,1T2026,32118484.12,26249213.85,28558288.62,24719338.94,1203358.21,25962878.45,121563.42,788991.4,True,True
331317,1T2026,111047147.88,101147918.46,100147375.79,81159654.66,13242686.92,132160951.43,13212048.1,4654768.84,True,True
331988,1T2026,166244190.8,159989176.09,128266934.86,123900671.33,3738876.75,145276722.59,6068842.47,16941130.52,True,True
335754,1T2026,32601579.97,26246904.38,29705965.31,22818616.02,1969030.7,27011351.46,3480751.64,508975.47,True,True
335789,1T2026,13285089.91,8386434.86,8675303.09,6395297.67,997049.42,9086083.05,616125.32,2114383.93,True,True
338648,1T2026,55928037.91,45328753.98,49356096.03,36963271.15,4300352.94,45498824.63,1356834.7,5650567.98,True,True
342611,1T2026,33591865.73,30797372.1,16335820.43,18686632.92,6686821.57,104574026.16,3619474.47,2936288.66,True,True
343129,1T2026,9118699.14,7419664.76,8434650.68,6212798.37,1093212.83,6805473.3,354309.14,198487.22,True,True
343331,1T2026,24505226.96,25777804.03,21355952.57,23059682.89,2365996.05,25918097.04,976463.63,2270230.24,True,True
344184,1T2026,1389663.32,1258958.54,1301065.57,886630.39,167176.27,1241059.34,13821.96,326000.17,True,True
346659,1T2026,2237779468.15,2266108455.47,1996852319.45,1983857808.86,140340243.42,2232463427.89,128608215.02,57385260.46,True,True
346926,1T2026,462801999.77,450667299.07,443877268.06,382871861.98,37216998.42,477149360.36,41923141.35,8505612.91,True,True
347825,1T2026,4689816.71,3583529.27,4270908.4,2722710.12,820936.05,3094527.28,174205.18,167510.74,True,True
352331,1T2026,564968445.05,541843430.18,166667172.6,294463531.91,15394815.11,340675492.73,29581801.85,4992948.95,True,False
355151,1T2026,112395283.52,98523309.5,97743502.37,79642653.09,11104349.73,104508711.41,11917546.23,12691609.16,True,True
356476,1T2026,42040739.72,37574559.71,39592030.47,33645613.45,3264877.39,38892261.83,750721.93,4162211.52,True,True
357669,1T2026,7484136.45,7798452.0,5791366.81,6178956.43,1283287.68,7146677.96,743645.63,356776.81,True,True
358754,1T2026,25113048.52,17145581.08,23725637.45,11711813.04,3978050.24,14027833.53,986197.95,1315522.57,True,True
359122,1T2026,34460750.07,29474193.65,31353814.96,23923706.43,3058015.98,27151898.71,1633000.52,1595191.76,True,True
361011,1T2026,209814197.34,163760957.7,162817188.22,129350501.65,22882209.86,140288310.36,7617614.08,2140706.72,True,True
361461,1T2026,23685660.43,26683466.95,21554448.97,21103067.27,2740402.96,24051453.91,1148710.44,2143907.73,True,True
363855,1T2026,31685019.83,30776120.48,29501078.44,25210612.83,2819615.72,28228764.63,,3227933.0,True,True
368920,1T2026,30070353.37,21446481.6,27454307.45,17670771.67,2684293.43,22720678.41,1357469.83,3965328.27,True,True
378216,1T2026,22998742.49,17166965.6,19766453.94,14032097.12,2341194.89,15652810.56,601903.64,1064400.72,True,True
380661,1T2026,100398783.9,76180317.58,92088501.93,63188101.38,8535424.4,85799883.41,15453791.57,5499645.86,True,True
382639,1T2026,1967512.9,1765886.11,716968.35,576992.36,191815.3,907436.7,323.24,240311.29,True,True
384704,1T2026,5527629.17,5590776.42,814356.95,5270856.39,531205.03,5499787.77,209991.02,19744.1,True,False
385697,1T2026,133908212.72,129471606.02,109372224.27,113093411.67,14818644.31,186503957.32,14825891.14,14621730.98,True,True
387185,1T2026,7836455.76,6671770.53,6295798.85,4788664.61,1751455.41,8743941.59,160394.27,,True,True
388092,1T2026,4569512.72,3594402.03,3965240.74,2762255.3,515403.62,3326291.1,112085.89,451949.91,True,True
390259,1T2026,2410499.14,3794218.0,2250239.61,2701054.77,990036.79,2761079.75,,103533.48,True,True
393533,1T2026,2551591.47,1608194.84,1809377.11,0.0,1568423.87,13360100.49,446527.04,,True,False
402206,1T2026,7856237.52,8124236.95,5942366.77,6582000.39,447534.58,7592590.18,404108.14,721193.25,True,True
404241,1T2026,4536155.92,3811360.84,3283554.95,3411021.39,292179.62,6052279.49,75307.45,2517485.63,True,True
406635,1T2026,3610731.49,2726400.68,3219517.51,2120698.64,551018.79,2433697.91,,334236.33,True,True
406813,1T2026,1812589.49,1524016.41,1549507.49,1147440.15,339981.4,1400141.4,3551.0,242031.98,True,True
406937,1T2026,7083776.91,6522526.43,6487717.37,5676987.68,490754.48,6797943.71,0.0,1171790.99,True,True
406945,1T2026,16377978.62,15263763.89,15523201.67,14135908.04,1147959.51,15619852.58,118501.74,1565427.35,True,True
407569,1T2026,2478065.57,2177720.15,2310204.61,1788733.55,384768.53,1788733.55,0.0,0.0,True,True
408026,1T2026,393406.33,1075040.26,311057.45,1176727.03,124325.74,1390132.01,967.69,230496.4,True,False
408034,1T2026,1809020.05,1526059.13,1669257.5,1143216.32,354837.56,1580491.89,188860.01,257385.01,True,True
408093,1T2026,1689342.61,874949.14,1605806.58,548749.49,268309.4,725439.54,26064.79,133344.3,True,True
408263,1T2026,2530897.31,2986317.29,2441412.57,2808693.02,228366.46,3085958.15,2006.86,326388.95,True,True
408794,1T2026,9636379.63,9185698.03,8923635.26,8058487.8,969825.07,8969995.01,490743.75,464186.66,True,True
409243,1T2026,56979819.04,50291310.35,54872725.4,40689472.61,7117780.35,45195461.17,1257606.02,3052789.0,True,True
409405,1T2026,1208528.74,1165773.75,1160600.3,771212.2,264477.23,1164464.04,19845.19,378957.6,True,True
409413,1T2026,4288684.41,4296965.61,3473541.58,3697285.36,541422.78,4195166.01,337471.82,234894.26,True,True
410110,1T2026,14388099.27,15400211.89,9682305.05,5033144.01,1115927.31,5607842.72,71763.76,534984.01,True,True
410128,1T2026,12837132.83,10670182.88,12340333.66,9575264.47,932912.34,10459567.24,164419.57,719117.72,True,True
410608,1T2026,5506063.1,4288481.61,5212524.5,3364165.05,657916.49,4320517.06,185808.55,825958.69,True,True
411248,1T2026,1486012.94,2400571.54,1374182.93,1966595.78,387031.89,2130508.5,22442.42,189597.5,True,True
411809,1T2026,3370789.84,3139184.57,3275000.06,2748586.78,358507.81,3444057.05,114688.62,575957.96,True,True
412295,1T2026,23890117.64,16509412.37,20845168.2,14322846.86,1438482.61,16743921.8,376543.34,1639874.08,True,True
412635,1T2026,3030769.58,3193962.56,2690642.99,1499312.87,1284859.66,1940955.77,67130.18,103710.75,True,True
413518,1T2026,7409873.58,5842139.61,6485435.9,5086875.84,694599.7,6098934.26,311445.96,454255.43,True,True
413534,1T2026,365599345.4,408583074.53,317220778.5,207468564.17,39863836.33,212863024.74,3802265.86,1003547.72,True,True
414026,1T2026,4459053.16,1785281.78,4073621.49,1404350.11,283390.93,1680266.59,35359.28,229113.08,True,True
414212,1T2026,7698804.04,5832324.78,7237534.4,5175065.15,555517.06,5969548.64,43704.32,797386.09,True,True
414310,1T2026,32426120.56,34254123.35,27810493.56,29419848.18,3461206.27,42280468.57,1594124.69,4482141.93,True,True
414689,1T2026,1070230.99,823264.51,764740.52,717.79,668609.04,2095298.09,29510.54,341918.15,True,False
416401,1T2026,69732446.73,59853019.01,64065350.41,52180944.05,3869834.17,61430156.38,3330198.8,6590968.7,True,True
416568,1T2026,51684619.66,44352778.52,46267528.25,37180951.84,5179991.11,75295544.63,2044554.55,7184529.1,True,True
416584,1T2026,13079518.25,12648271.52,12384572.64,11787382.48,700444.2,15377198.27,834104.84,2836363.69,True,True
416690,1T2026,22087067.78,27318377.2,19101931.84,24471817.92,2242821.62,26901162.14,1460227.37,1582744.95,True,True
417211,1T2026,26524905.59,19021649.26,22932400.31,17322823.43,1505903.05,18061242.99,738419.56,,True,True
417297,1T2026,36394782.23,30276739.75,33317343.39,25731563.52,2647174.2,37222715.88,1959977.42,1470029.32,True,True
417505,1T2026,158401854.27,146672293.62,123051916.35,117669769.02,11585590.99,138620014.56,6104573.77,11022056.39,True,True
417548,1T2026,58570801.16,50489547.79,58512005.24,42920821.74,5554468.74,46012694.29,1477214.66,2099629.41,True,True
417661,1T2026,21829977.37,18488843.38,20254474.53,15893257.88,2145079.64,18199666.13,1009552.03,383693.38,True,True
417955,1T2026,30306918.34,22508699.69,25444415.67,18675208.7,3121901.35,20172820.27,1681713.52,,True,True
418129,1T2026,3401283.6,2845721.33,2504044.69,1975799.21,257575.07,1956288.83,33118.63,,True,True
418285,1T2026,10090800.76,8816861.07,0.0,0.0,5200410.17,41483727.3,16997.98,615524.48,False,False
418374,1T2026,131356326.03,67309862.8,121894533.5,47148045.47,7959395.25,98877737.62,8787084.3,2002071.93,True,True
418617,1T2026,13670012.0,10230382.13,12456556.53,9616732.19,580116.19,10642189.89,934812.19,,True,True
418650,1T2026,69809379.29,65627761.75,63675109.05,51576837.36,8412477.52,55874145.57,5001736.71,,True,True
418820,1T2026,19054369.33,16594314.17,16619998.81,13254275.19,1421688.7,15921452.22,2636739.13,,True,True
419010,1T2026,130905605.04,114906403.37,123196230.57,102927885.33,9760702.34,117442054.54,5900353.27,8992373.35,True,True
419133,1T2026,460496633.23,55742664.41,42750374.32,0.0,41813212.75,490087316.13,16332663.68,13432751.46,True,False
419427,1T2026,26158981.66,24134164.74,22609110.7,16947828.65,6658198.88,17078719.23,56007.22,27587.76,True,True
419591,1T2026,2092043.08,1709802.27,2049694.55,1089779.19,585774.19,1169496.83,60385.2,0.0,True,True
419851,1T2026,2724547.33,4179627.52,2533612.52,3868899.81,289560.45,4690580.21,52963.86,1072645.21,True,False
420077,1T2026,199221560.98,181899521.29,79797747.72,73196956.2,8516494.54,74439047.74,1242091.54,,True,True
420093,1T2026,1044718.23,1376345.39,999241.51,1171337.76,133381.4,1325559.27,37792.08,154650.45,True,True
420701,1T2026,11046366.25,8532590.66,10610796.33,8039800.61,405546.31,9263882.89,372833.31,923412.0,True,True
421341,1T2026,37867894.03,32728816.64,32010759.27,26439005.81,3984277.88,29863509.65,3044948.49,875509.18,True,True
422053,1T2026,6885973.25,6156041.68,0.0,62422.2,3639537.06,42748013.89,65017.05,299606.25,False,False
422070,1T2026,20714584.03,19292053.83,18803073.14,15232757.2,3224377.15,25206566.08,1423817.14,1100522.03,True,True
422631,1T2026,92211871.06,77563744.22,67007510.88,0.0,67885107.48,1432777492.32,101931732.2,,True,False
423203,1T2026,2166523.65,1669751.39,2139977.93,977258.02,658282.3,1168224.99,17391.91,208791.98,True,True
423319,1T2026,27731063.03,21576562.84,26996734.48,17035035.89,1857162.86,17699388.23,596206.22,885695.18,True,True
423432,1T2026,1403932.63,836659.24,1286906.52,550060.94,264250.67,544127.68,29246.14,,True,True
423513,1T2026,307106.54,51000.72,,,50386.2,,,,False,False
423777,1T2026,30.0,10.0,,,10.0,,,,False,False
424188,1T2026,776206477.24,663219201.54,671272727.23,561383767.49,33278373.39,633858675.25,16896558.93,62645486.83,True,True
